ContractID,LocationID,LocationName,Currency,Street,City,Latitude,Longitude,Subarea,Area,PostalCode,Country,LocPerils,RiskCount,Stories,YearBuilt,OccupancyCodeType,OccupancyCode,ConstructionCodeType,ConstructionCode,ConstructionOther,BuildingValue,OtherValue,ContentsValue,TimeElementValue,LocLimitType,LimitBldg,LimitOther,LimitContent,LimitTime,DeductType,DeductBldg,DeductOther,DeductContent,DeductTime,SubLimitArea,WallAttachedStructure,RoofDeckAttachment,WallType,WallSiding,SmallDebris,SealofApproval,GrossArea,FloorOfInterest,WindowProtection,RoofAnchorage,RoofGeometry,RoofPitch,RoofCover,FoundationConnection,FoundationType,BuildingCondition,LargeMissile,SpecialConstruction,Equipment,Ornamentation,ShapeIrregularity,BuildingShape,ShortColumn,SoftStory,Retrofit,ServiceEquipmentProtection,ContentVulnerability,CustomFloodSOP,FirstFloorHeight,BasementFinishType,BasementLevelCount,CRESTA
407570,6116910,11,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,1980,AIR,313,AIR,151,151,289953,0,1111000,265894,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116923,24,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,1985,AIR,373,AIR,151,151,680754,0,914476,302767,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116929,30,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,2016,AIR,373,AIR,131,131,16160000,0,18553700,6588502,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116930,31,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,2016,AIR,373,AIR,151,151,0,0,4433900,841534,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116933,34,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,2016,AIR,373,AIR,131,131,318150,0,222200,102556,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116901,2,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,1922,AIR,315,AIR,131,131,1834609,0,42365665,8389011,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407570,6116908,9,USD,1823 MILL ROAD,GRAND FORKS,47.939178,-97.056572,35,ND,58203,US,PWA,1,0,1922,AIR,318,AIR,131,131,356565,0,783848,216445,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098868,29,USD,1225 HANSEL AVE NW,STRASBURG,40.6125922550506,-81.5316160775402,157,OH,44680,US,PWA,1,0,1976,AIR,373,AIR,119,119,8400000,0,3955000,3000000,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098849,10,USD,330 PECAN ROAD,DUDLEY,35.328518,-78.001752,191,NC,28333,US,PWA,1,0,0,AIR,430,AIR,151,151,25707500,0,54560000,22500000,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,73450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098854,15,USD,259 SANDHILL DRIVE,GOLDSBORO,35.330408,-78.048863,191,NC,27530,US,PWA,1,0,0,AIR,373,AIR,152,152,15882000,0,7861000,3000000,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098859,20,USD,628 WILLIAMSBURG ROAD,OLIN,0,0,97,NC,28660,US,PWA,1,0,2001,AIR,373,AIR,152,152,192000,0,110000,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098864,25,USD,1818 COUNTY ROAD 160,WINESBURG,40.614537736687,-81.68456695121,75,OH,44690,US,PWA,1,0,1990,AIR,363,AIR,119,119,750000,0,12538000,3000000,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407564,6098867,28,USD,1818 COUNTY ROAD 160,WINESBURG,40.614537736687,-81.68456695121,75,OH,44690,US,PWA,1,0,2016,AIR,430,AIR,100,100,14000000,0,0,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090835,4,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,314,AIR,152,152,5456408,0,0,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090835,4,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,314,AIR,152,152,5456408,0,0,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090845,14,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,329,AIR,100,100,2168695,0,0,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090845,14,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,329,AIR,100,100,2168695,0,0,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090846,15,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,329,AIR,100,100,2049258,0,266022,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407558,6090846,15,USD,,SAN JOSE,0,0,85,CA,95110,US,PWA,1,0,0,AIR,329,AIR,100,100,2049258,0,266022,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407559,6090850,2,USD,14030 ATLANTIC BLVD,JACKSONVILLE,30.322041,-81.44052,31,FL,32225,US,PWA,3,4,2015,AIR,303,AIR,101,101,30000000,0,5680800,0,C,0,0,0,0,S,1070424,0,0,0,WS_T1,0,0,0,0,0,0,288445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407559,6090850,2,USD,14030 ATLANTIC BLVD,JACKSONVILLE,30.322041,-81.44052,31,FL,32225,US,PWA,3,4,2015,AIR,303,AIR,101,101,30000000,0,5680800,0,C,0,0,0,0,S,1070424,0,0,0,WS_T1,0,0,0,0,0,0,288445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407559,6090852,4,USD,4247 EASTERN AVENUE SE,WYOMING,42.886788,-85.647584,81,MI,49508,US,PWA,2,2,1965,AIR,401,AIR,116,116,16020000,0,1682899,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,434039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
407559,6090852,4,USD,4247 EASTERN AVENUE SE,WYOMING,42.886788,-85.647584,81,MI,49508,US,PWA,2,2,1965,AIR,401,AIR,116,116,16020000,0,1682899,0,C,0,0,0,0,C,0,0,0,0,,0,0,0,0,0,0,434039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999.00,0,0,
